,index,epoch,low,high,open,close,volume
70,229,1633478400,37188.43,41000.0,37783.47,40682.38,1625.46648426
71,228,1633564800,39150.0,40701.92,40700.0,39480.35,934.7730703
72,227,1633651200,39422.71,41216.63,39485.15,39650.1,696.55093051
73,226,1633737600,39450.0,40745.0,39659.26,40382.87,474.89080648
74,225,1633824000,39777.0,41484.64,40386.72,40200.17,605.72629944
75,224,1633910400,39992.22,42500.0,40168.52,42328.28,849.53585583
76,223,1633996800,39682.31,42454.41,42307.74,41230.75,844.13596737
77,222,1634083200,39806.24,42251.43,41216.88,41961.77,730.09269368
78,221,1634169600,41503.04,42846.07,41957.73,41932.31,614.4743825
79,220,1634256000,41568.47,45801.7,41930.07,44812.08,1256.41302153
80,219,1634342400,43560.88,45234.72,44811.51,44139.54,490.71827122
81,218,1634428800,42900.0,44850.0,44139.11,44723.45,636.94902651
82,217,1634515200,43621.28,45584.35,44742.59,45190.42,799.31263142
83,216,1634601600,44374.1,46740.0,45172.7,46599.65,964.85094216
84,215,1634688000,46029.78,48426.53,46601.48,47704.59,968.7814962
85,214,1634774400,44904.63,48333.84,47686.31,45125.64,1240.50416445
86,213,1634860800,43646.53,46227.75,45112.02,44131.86,1018.23007426
87,212,1634947200,43358.24,44874.21,44129.04,44611.2,442.23982522
88,211,1635033600,43333.45,44729.44,44599.27,44240.15,478.40363057
89,210,1635120000,44055.71,46300.0,44222.97,45855.14,670.44106417
90,209,1635206400,43492.72,45990.84,45845.68,43839.98,641.22512217
91,208,1635292800,42246.25,44658.43,43843.95,42612.66,1259.63177035
92,207,1635379200,41931.0,45297.83,42617.6,43914.78,1052.23495562
93,206,1635465600,43621.6,46024.87,43929.29,45491.12,970.29045728
94,205,1635552000,44444.0,45569.09,45491.59,45310.99,529.15296169
95,204,1635638400,43934.93,45700.0,45301.32,44867.51,691.71036493
96,203,1635724800,43500.0,45759.34,44868.52,44640.36,910.64156041
97,202,1635811200,44435.23,47198.43,44643.69,46483.62,913.55657991
98,201,1635897600,44264.77,46691.53,46471.6,45958.27,816.00686225
99,200,1635984000,45000.0,46168.55,45980.39,45508.29,512.15373498
100,199,1636070400,45099.99,46419.7,45507.09,45263.1,471.63985657
101,198,1636156800,44642.69,45700.0,45250.69,45660.22,365.18147301
102,197,1636243200,45569.0,46970.0,45663.88,46959.08,362.87679395
103,196,1636329600,46963.74,49981.47,46963.74,49791.51,875.77579285
104,195,1636416000,48900.01,50546.71,49803.86,49385.28,695.68588611
105,194,1636502400,47000.0,51000.0,49373.21,48421.27,1075.69499512
106,193,1636588800,47845.0,49043.43,48431.07,48510.96,539.73266678
107,192,1636675200,46479.13,49011.81,48500.0,47857.24,698.22834845
108,191,1636761600,47322.08,48539.32,47869.17,48097.75,238.1045705
109,190,1636848000,47521.09,48976.3,48104.87,48933.51,338.60946459
110,189,1636934400,47303.52,49500.0,48932.6,47474.59,525.85680829
111,188,1637020800,43650.0,47462.65,47459.76,44860.96,1398.77858785
112,187,1637107200,43556.0,45273.83,44847.74,44848.68,791.70918373
113,186,1637193600,41923.0,45306.7,44851.76,42229.51,1022.36987107
114,185,1637280000,41312.0,43427.68,42229.92,43319.4,807.57998134
115,184,1637366400,42841.86,44654.72,43310.92,44563.08,369.36323344
116,183,1637452800,43682.0,44781.43,44563.88,43764.05,284.05629853
117,182,1637539200,41599.0,44300.36,43754.29,42055.71,765.98932662
118,181,1637625600,41420.69,43275.76,42048.06,43077.67,515.28572116
119,180,1637712000,41902.94,43160.41,43060.89,42891.66,488.52986525
120,179,1637798400,42773.26,44641.36,42891.66,44313.39,424.31718876
121,178,1637884800,40186.81,44500.0,44329.35,40362.62,1171.64865027
122,177,1637971200,40267.0,41602.0,40348.25,41180.18,353.03528771
123,176,1638057600,40072.58,43100.0,41166.33,42992.07,409.28663099
124,175,1638144000,42517.42,44285.09,42983.74,43416.15,441.72174035
125,174,1638230400,42000.0,44342.02,43416.12,42861.23,632.49659595
126,173,1638316800,42528.71,44344.19,42880.91,43113.14,573.22346116
127,172,1638403200,41985.46,43240.93,43106.36,42503.07,422.92921754
128,171,1638489600,39150.0,43376.12,42496.04,40665.78,779.46374724
129,170,1638576000,34031.76,40785.41,40607.5,37320.17,2203.65096483
130,169,1638662400,36235.73,37724.15,37330.91,37416.09,724.89053798
131,168,1638748800,35611.77,38448.13,37419.63,38073.88,817.75443797
132,167,1638835200,37813.39,39299.0,38072.2,38233.17,649.2528659
133,166,1638921600,36909.0,38871.46,38222.17,38226.13,554.51155413
134,165,1639008000,35833.81,38476.86,38237.93,35987.24,767.48219175
135,164,1639094400,35400.0,37846.65,35987.24,35586.55,792.94813403
136,163,1639180800,35281.5,37328.72,35573.34,37243.55,426.30045453
137,162,1639267200,36678.75,38278.64,37252.58,37795.75,433.84154208
138,161,1639353600,34614.75,37894.47,37785.76,35376.98,930.61072977
139,160,1639440000,35070.35,36825.6,35378.32,36562.15,590.24907775
140,159,1639526400,35230.17,37361.51,36551.91,36865.9,705.8644568
141,158,1639612800,35682.6,37268.54,36858.38,35743.32,502.05042645
142,157,1639699200,34255.43,36033.65,35751.61,34867.39,600.32611446
143,156,1639785600,34419.61,35770.0,34866.65,35384.87,344.20408281
144,155,1639872000,35088.17,36500.0,35398.84,35316.63,341.55239422
145,154,1639958400,34435.0,35985.35,35299.46,35512.39,541.55830185
146,153,1640044800,35312.54,37230.01,35523.36,36876.88,438.10973657
147,152,1640131200,36351.0,37382.73,36873.14,36418.82,339.99822953
148,151,1640217600,35932.4,38299.48,36419.8,37894.79,440.88794561
149,150,1640304000,37632.62,38722.81,37917.59,37949.07,516.06721313
150,149,1640390400,37512.7,38238.89,37943.32,37669.34,190.7142236
151,148,1640476800,36979.99,38300.0,37670.56,37918.82,270.7426871
152,147,1640563200,37683.34,38770.89,37934.3,37743.63,330.92375472
153,146,1640649600,35250.51,37752.57,37748.54,35415.18,664.64506082
154,145,1640736000,34170.9,35883.07,35433.44,34441.23,553.88312281
155,144,1640822400,34040.0,35540.7,34443.76,34933.92,508.33392664
156,143,1640908800,33769.93,35964.9,34939.3,34224.59,567.13073183
157,142,1640995200,34212.41,35481.2,34224.59,35333.76,242.32826674
158,141,1641081600,34515.01,35506.27,35346.35,35000.1,339.7189478
159,140,1641168000,33925.03,35244.02,34999.55,34458.01,448.34939367
160,139,1641254400,33678.0,35130.0,34468.68,33887.2,451.88480627
161,138,1641340800,31357.0,34769.12,33881.92,32078.75,970.47116312
162,137,1641427200,31388.11,32353.68,32089.17,31865.46,991.75492179
163,136,1641513600,29981.7,31911.81,31859.21,30606.49,1358.35279389
164,135,1641600000,29901.42,31200.0,30603.6,30753.5,777.41712693
165,134,1641686400,30402.88,31609.12,30750.89,30864.93,548.15479135
166,133,1641772800,29300.01,31156.08,30869.45,30813.87,1060.9580815
167,132,1641859200,30423.25,31697.14,30813.34,31373.16,868.34752785
168,131,1641945600,31150.45,32375.36,31372.17,32087.26,749.1300486
169,130,1642032000,30883.22,32382.83,32076.66,31075.17,524.35941396
170,129,1642118400,30442.51,31794.03,31059.82,31516.46,535.6504513
171,128,1642204800,31152.32,32063.9,31510.48,31539.14,285.69074289
172,127,1642291200,31178.33,31820.41,31539.11,31533.26,262.93390226
173,126,1642377600,30482.4,31625.35,31532.1,30964.58,414.77036556
174,125,1642464000,30396.77,31434.86,30956.88,31163.28,479.61048584
175,124,1642550400,30275.0,31273.8,31164.72,30644.47,531.45995534
176,123,1642636800,29857.88,31872.98,30633.86,29951.32,703.3311365
177,122,1642723200,26180.11,30290.34,29944.19,26946.08,2215.67909057
178,121,1642809600,25109.65,27238.89,26934.57,25937.93,2056.08846055
179,120,1642896000,25604.72,26967.78,25942.72,26785.33,1358.92773937
180,119,1642982400,24450.0,27886.72,26776.98,27225.5,2719.37128827
181,118,1643068800,26512.84,27868.32,27213.34,27372.99,1237.86899607
182,117,1643155200,26915.91,28863.48,27387.26,27367.07,1853.36019981
183,116,1643241600,26450.0,27826.2,27377.64,27777.28,1202.78168102
184,115,1643328000,27050.0,28375.36,27761.6,28171.67,986.80112485
185,114,1643414400,27895.0,28956.48,28167.47,28542.34,647.83869003
186,113,1643500800,27935.3,28720.1,28560.06,28317.74,548.28289734
187,112,1643587200,27364.5,28808.33,28320.41,28594.56,1048.56179947
188,111,1643673600,28167.34,29105.66,28593.98,28644.26,892.44539627
189,110,1643760000,26963.02,28778.61,28633.95,27237.47,819.74582066
190,109,1643846400,26649.75,27494.08,27225.03,27475.99,683.20000638
191,108,1643932800,27241.34,30857.67,27452.91,30727.31,1060.73558597
192,107,1644019200,30254.56,31000.08,30715.13,30603.28,571.13715352
193,106,1644105600,30413.37,31590.52,30611.44,31358.88,483.18346905
194,105,1644192000,30816.7,32979.87,31354.45,32440.28,1106.04697998
195,104,1644278400,31500.0,33717.04,32440.89,32579.6,1014.08353648
196,103,1644364800,31846.55,33140.0,32578.54,32832.97,623.58710173
197,102,1644451200,31924.66,33650.0,32820.06,32150.51,1095.44336463
198,101,1644537600,30960.04,32381.36,32149.41,31274.61,847.8957984
199,100,1644624000,30790.0,31770.15,31274.61,31181.43,388.97543424
200,99,1644710400,30916.48,31580.03,31182.44,31038.08,400.33026172
201,98,1644796800,30670.33,31702.99,31023.88,31451.55,695.52585015
202,97,1644883200,31367.94,33073.47,31468.99,32928.79,705.32311229
203,96,1644969600,31874.9,32934.61,32921.41,32324.64,427.69322591
204,95,1645056000,29438.36,32534.69,32315.18,29781.98,1046.33544292
205,94,1645142400,29018.07,30119.03,29791.66,29447.07,760.99689549
206,93,1645228800,29196.73,29787.86,29430.92,29533.4,270.56215338
207,92,1645315200,27968.43,29559.83,29531.85,28258.61,521.34807454
208,91,1645401600,27050.0,29019.77,28272.82,27231.72,1106.5937507
209,90,1645488000,26762.31,28269.92,27232.55,28139.4,996.99667877
210,89,1645574400,27351.72,28885.13,28124.89,27487.94,892.40571619
211,88,1645660800,25414.38,29721.67,27488.09,28645.12,1907.02497583
212,87,1645747200,28382.28,29649.02,28633.1,29229.82,637.27164968
213,86,1645833600,28775.0,30038.85,29246.5,29201.97,333.40817603
214,85,1645920000,27724.38,29792.17,29204.62,28193.19,598.78669293
215,84,1646006400,28020.0,32923.0,28189.62,32174.04,1070.01136548
216,83,1646092800,31943.02,33541.0,32156.43,33335.1,917.69418556
217,82,1646179200,32483.04,33987.99,33335.51,32798.14,819.44429536
218,81,1646265600,31187.06,32965.84,32785.13,31822.58,584.70605562
219,80,1646352000,29156.09,31878.08,31824.38,29629.93,908.30855238
220,79,1646438400,29195.43,29963.83,29619.25,29785.76,392.87347952
221,78,1646524800,28819.39,30018.44,29768.3,29099.72,651.73791076
222,77,1646611200,28368.26,30118.33,29099.72,29000.0,1031.82526705
223,76,1646697600,28894.67,29960.71,28984.46,29574.65,937.26678707
224,75,1646784000,29493.36,32347.96,29569.55,31798.85,1167.14003495
225,74,1646870400,29295.0,31896.0,31791.9,30098.96,1053.40544727
226,73,1646956800,29223.74,30768.03,30106.87,29726.23,820.3755786
227,72,1647043200,29677.75,30276.58,29720.36,29800.05,307.27455042
228,71,1647129600,28821.31,30180.36,29800.05,28953.89,421.60706583
229,70,1647216000,28783.51,30674.34,28961.61,30484.25,670.94225019
230,69,1647302400,29272.79,30591.21,30482.37,30110.04,601.86989832
231,68,1647388800,29718.04,31852.1,30109.77,31259.43,1219.2088746
232,67,1647475200,30702.27,31501.22,31254.01,31071.04,437.93304663
233,66,1647561600,30555.0,32081.0,31071.04,31615.93,570.35270284
234,65,1647648000,31367.0,32158.73,31624.47,32013.76,263.96184483
235,64,1647734400,31016.8,32082.04,32013.34,31324.91,255.12545671
236,63,1647820800,30741.81,31572.58,31325.41,31093.13,542.17137965
237,62,1647907200,31038.88,32922.99,31100.19,31920.78,654.13301049
238,61,1647993600,31416.15,32574.25,31912.79,32466.92,454.44122933
239,60,1648080000,32280.8,33522.69,32460.25,33328.08,542.31914451
240,59,1648166400,33060.59,34190.0,33327.32,33614.22,557.69462216
241,58,1648252800,33445.08,33996.54,33626.39,33787.51,182.89810322
242,57,1648339200,33737.33,35619.83,33787.06,35543.93,498.77583857
243,56,1648425600,35416.48,36825.74,35525.48,35953.28,591.00682169
244,55,1648512000,35864.57,36626.24,35957.75,36245.85,483.19294271
245,54,1648598400,35550.63,36345.1,36249.6,35838.36,410.88948616
246,53,1648684800,34399.39,36243.8,35838.36,34649.13,634.38930739
247,52,1648771200,33707.52,35655.58,34645.14,35288.43,601.17359508
248,51,1648857600,34804.38,35977.96,35291.98,34932.03,317.79162676
249,50,1648944000,34736.45,36210.22,34928.0,35415.44,332.75030474
250,49,1649030400,34441.65,35723.41,35415.44,35508.33,393.25945494
251,48,1649116800,34699.05,35911.47,35512.95,34794.03,563.40672789
252,47,1649203200,33000.0,34857.54,34797.37,33030.38,1193.90659131
253,46,1649289600,32710.1,33567.31,33027.66,33250.57,658.68007156
254,45,1649376000,32322.22,33793.16,33251.76,32448.58,518.24998715
255,44,1649462400,32336.24,32860.0,32435.11,32842.33,138.84965288
256,43,1649548800,32144.7,33326.47,32848.98,32358.46,213.50414323
257,42,1649635200,30100.0,32599.04,32354.28,30366.74,675.13272958
258,41,1649721600,30187.12,31270.13,30365.03,30838.81,605.51533693
259,40,1649808000,30476.09,31735.37,30840.11,31375.44,421.9009251
260,39,1649894400,30265.0,31598.86,31372.2,30551.03,314.86840252
261,38,1649980800,30466.54,31271.29,30572.28,31075.56,117.36527465
262,37,1650067200,30653.84,31180.17,31073.73,30927.06,99.0658721
263,36,1650153600,30309.16,31112.09,30927.56,30401.47,147.95950699
264,35,1650240000,29617.06,31560.0,30399.72,31343.76,492.73241712
265,34,1650326400,31133.84,32121.89,31347.61,31891.12,177.58097482
266,33,1650412800,31313.85,32335.02,31884.32,31667.34,342.37717962
267,32,1650499200,30552.27,32888.03,31668.28,31099.52,597.77250441
268,31,1650585600,30497.38,31594.66,31094.21,30940.84,722.28146329
269,30,1650672000,30605.0,31157.94,30933.05,30746.1,157.29079722
270,29,1650758400,30368.53,31120.54,30735.85,30760.0,225.45635268
271,28,1650844800,30000.0,31872.96,30756.99,31744.92,764.64512642
272,27,1650931200,29976.0,32057.23,31742.89,30312.54,819.95484176
273,26,1651017600,30142.62,31386.83,30317.43,31305.19,821.4213608
274,25,1651104000,31228.14,32411.58,31296.73,31878.56,741.24481269
275,24,1651190400,30367.0,31944.96,31884.12,30703.02,632.45215676
276,23,1651276800,29932.38,30857.14,30709.24,29974.36,159.64094491
277,22,1651363200,29772.0,30763.79,29978.85,30600.68,309.10798377
278,21,1651449600,30500.0,31222.93,30595.03,30822.57,411.42148181
279,20,1651536000,30040.42,30842.09,30821.46,30190.59,277.65574149
280,19,1651622400,30132.22,31825.0,30190.39,31454.07,557.74446192
281,18,1651708800,28822.0,31920.0,31454.08,29579.75,792.52389052
282,17,1651795200,28615.0,29667.18,29580.72,29170.66,454.5847548
283,16,1651881600,28201.0,29300.0,29181.03,28753.54,180.23576488
284,15,1651968000,27327.48,28760.3,28743.36,27617.15,437.0524746
285,14,1652054400,24359.99,27800.05,27629.87,24403.75,1226.36007456
286,13,1652140800,24126.69,26436.27,24390.52,25185.82,1055.47212947
287,12,1652227200,22600.0,25978.93,25184.06,23646.89,1488.07202531
288,11,1652313600,20750.0,24534.36,23668.5,23675.19,1704.51124321
289,10,1652400000,23470.52,25386.0,23643.76,23837.03,571.68970259
290,9,1652486400,23320.0,24706.31,23853.26,24519.63,233.80193565
291,8,1652572800,24018.28,25632.68,24519.63,25510.56,361.32431643
292,7,1652659200,23683.0,25503.14,25503.14,24204.92,592.26067963
293,6,1652745600,23617.07,24700.0,24207.92,24354.36,612.78811074
294,5,1652832000,23172.52,24543.03,24346.7,23224.46,510.74216453
295,4,1652918400,23194.1,24390.0,23240.39,24290.0,479.31958994
296,3,1653004800,23001.5,24619.07,24285.22,23341.13,479.81418732
297,2,1653091200,23155.17,23699.06,23344.37,23538.11,184.85723298
298,1,1653177600,23389.17,24320.0,23531.54,24173.07,223.54863934
299,0,1653264000,23931.18,24340.0,24169.58,24155.98,101.05256637
